chapter_verse,sanskrit,english,purport
Bg. 9.4,"Verse text
mayā tatam idaṁ sarvaṁ
jagad avyakta-mūrtinā
mat-sthāni sarva-bhūtāni
na cāhaṁ teṣv avasthitaḥ","Translation
By Me, in My unmanifested form, this entire universe is pervaded. All beings are in Me, but I am not in them.","Purport
The Supreme Personality of Godhead is not perceivable through the gross material senses. It is said,
ataḥ śrī-kṛṣṇa-nāmādi
na bhaved grāhyam indriyaiḥ
sevonmukhe hi jihvādau
svayam eva sphuraty adaḥ
(
Bhakti-rasāmṛta-sindhu
1.2.234)
Lord Śrī Kṛṣṇa’s name, fame, pastimes, etc., cannot be understood by material senses. Only to one who is engaged in pure devotional service under proper guidance is He revealed. In the
Brahma-saṁhitā
(5.38)
it is stated,
premāñjana-cchurita-bhakti-vilocanena santaḥ sadaiva hṛdayeṣu vilokayanti:
one can see the Supreme Personality of Godhead, Govinda, always within himself and outside himself if one has developed the transcendental loving attitude towards Him. Thus for people in general He is not visible. Here it is said that although He is all-pervading, everywhere present, He is not conceivable by the material senses. This is indicated here by the word
avyakta-mūrtinā.
But actually, although we cannot see Him, everything is resting in Him. As we have discussed in the Seventh Chapter, the entire material cosmic manifestation is only a combination of His two different energies – the superior, spiritual energy and the inferior, material energy. Just as the sunshine is spread all over the universe, the energy of the Lord is spread all over the creation, and everything is resting in that energy.
Yet one should not conclude that because He is spread all over He has lost His personal existence. To refute such an argument the Lord says, “I am everywhere, and everything is in Me, but still I am aloof.” For example, a king heads a government which is but the manifestation of the king’s energy; the different governmental departments are nothing but the energies of the king, and each department is resting on the king’s power. But still one cannot expect the king to be present in every department personally. That is a crude example. Similarly, all the manifestations that we see and everything that exists, both in this material world and in the spiritual world, are resting on the energy of the Supreme Personality of Godhead. The creation takes place by the diffusion of His different energies, and, as stated in the
Bhagavad-gītā, viṣṭabhyāham idaṁ kṛtsnam:
He is everywhere present by His personal representation, the diffusion of His different energies."
Bg. 9.5,"Verse text
na ca mat-sthāni bhūtāni
paśya me yogam aiśvaram
bhūta-bhṛn na ca bhūta-stho
mamātmā bhūta-bhāvanaḥ","Translation
And yet everything that is created does not rest in Me. Behold My mystic opulence! Although I am the maintainer of all living entities and although I am everywhere, I am not a part of this cosmic manifestation, for My Self is the very source of creation.","Purport
The Lord says that everything is resting on Him (
mat-sthāni sarva-bhūtāni
). This should not be misunderstood. The Lord is not directly concerned with the maintenance and sustenance of this material manifestation. Sometimes we see a picture of Atlas holding the globe on his shoulders; he seems to be very tired, holding this great earthly planet. Such an image should not be entertained in connection with Kṛṣṇa’s upholding this created universe. He says that although everything is resting on Him, He is aloof. The planetary systems are floating in space, and this space is the energy of the Supreme Lord. But He is different from space. He is differently situated. Therefore the Lord says, “Although they are situated on My inconceivable energy, as the Supreme Personality of Godhead I am aloof from them.” This is the inconceivable opulence of the Lord.
In the
Nirukti
Vedic dictionary it is said,
yujyate ’nena durghaṭeṣu kāryeṣu:
“The Supreme Lord is performing inconceivably wonderful pastimes, displaying His energy.” His person is full of different potent energies, and His determination is itself actual fact. In this way the Personality of Godhead is to be understood. We may think of doing something, but there are so many impediments, and sometimes it is not possible to do as we like. But when Kṛṣṇa wants to do something, simply by His willing, everything is performed so perfectly that one cannot imagine how it is being done. The Lord explains this fact: although He is the maintainer and sustainer of the entire material manifestation, He does not touch this material manifestation. Simply by His supreme will, everything is created, everything is sustained, everything is maintained and everything is annihilated. There is no difference between His mind and Himself (as there is a difference between ourselves and our present material mind) because He is absolute spirit. Simultaneously the Lord is present in everything; yet the common man cannot understand how He is also present personally. He is different from this material manifestation, yet everything is resting on Him. This is explained here as
yogam aiśvaram,
the mystic power of the Supreme Personality of Godhead."
Bg. 9.6,"Verse text
yathākāśa-sthito nityaṁ
vāyuḥ sarvatra-go mahān
tathā sarvāṇi bhūtāni
mat-sthānīty upadhāraya","Translation
Understand that as the mighty wind, blowing everywhere, rests always in the sky, all created beings rest in Me.","Purport
For the ordinary person it is almost inconceivable how the huge material creation is resting in Him. But the Lord is giving an example which may help us to understand. The sky may be the biggest manifestation we can conceive. And in that sky the wind or air is the biggest manifestation in the cosmic world. The movement of the air influences the movements of everything. But although the wind is great, it is still situated within the sky; the wind is not beyond the sky. Similarly, all the wonderful cosmic manifestations are existing by the supreme will of God, and all of them are subordinate to that supreme will. As we generally say, not a blade of grass moves without the will of the Supreme Personality of Godhead. Thus everything is moving under His will: by His will everything is being created, everything is being maintained, and everything is being annihilated. Still He is aloof from everything, as the sky is always aloof from the activities of the wind.
In the
Upaniṣads
it is stated,
yad-bhīṣā vātaḥ pavate:
“It is out of the fear of the Supreme Lord that the wind is blowing.” (
Taittirīya Upaniṣad
2.8.1) In the
Bṛhad-āraṇyaka Upaniṣad
(3.8.9) it is stated,
etasya vā akṣarasya praśāsane gārgi sūrya-candramasau vidhṛtau tiṣṭhata etasya vā akṣarasya praśāsane gārgi dyāv-āpṛthivyau vidhṛtau tiṣṭhataḥ.
“By the supreme order, under the superintendence of the Supreme Personality of Godhead, the moon, the sun, and the other great planets are moving.” In the
Brahma-saṁhitā
(5.52)
also it is stated,
yac-cakṣur eṣa savitā sakala-grahāṇāṁ
rājā samasta-sura-mūrtir aśeṣa-tejāḥ
yasyājñayā bhramati sambhṛta-kāla-cakro
govindam ādi-puruṣaṁ tam ahaṁ bhajāmi
This is a description of the movement of the sun. It is said that the sun is considered to be one of the eyes of the Supreme Lord and that it has immense potency to diffuse heat and light. Still it is moving in its prescribed orbit by the order and the supreme will of Govinda. So, from the Vedic literature we can find evidence that this material manifestation, which appears to us to be very wonderful and great, is under the complete control of the Supreme Personality of Godhead. This will be further explained in the later verses of this chapter."
Bg. 9.7,"Verse text
sarva-bhūtāni kaunteya
prakṛtiṁ yānti māmikām
kalpa-kṣaye punas tāni
kalpādau visṛjāmy aham","Translation
O son of Kuntī, at the end of the millennium all material manifestations enter into My nature, and at the beginning of another millennium, by My potency, I create them again.","Purport
The creation, maintenance and annihilation of this material cosmic manifestation are completely dependent on the supreme will of the Personality of Godhead. “At the end of the millennium” means at the death of Brahmā. Brahmā lives for one hundred years, and his one day is calculated at 4,300,000,000 of our earthly years. His night is of the same duration. His month consists of thirty such days and nights, and his year of twelve months. After one hundred such years, when Brahmā dies, the devastation or annihilation takes place; this means that the energy manifested by the Supreme Lord is again wound up in Himself. Then again, when there is a need to manifest the cosmic world, it is done by His will.
Bahu syām:
“Although I am one, I shall become many.” This is the Vedic aphorism (
Chāndogya Upaniṣad
6.2.3). He expands Himself in this material energy, and the whole cosmic manifestation again takes place."
Bg. 9.8,"Verse text
prakṛtiṁ svām avaṣṭabhya
visṛjāmi punaḥ punaḥ
bhūta-grāmam imaṁ kṛtsnam
avaśaṁ prakṛter vaśāt","Translation
The whole cosmic order is under Me. Under My will it is automatically manifested again and again, and under My will it is annihilated at the end.","Purport
This material world is the manifestation of the inferior energy of the Supreme Personality of Godhead. This has already been explained several times. At the creation, the material energy is let loose as the
mahat-tattva,
into which the Lord as His first
puruṣa
incarnation, Mahā-viṣṇu, enters. He lies within the Causal Ocean and breathes out innumerable universes, and into each universe the Lord again enters as Garbhodaka-śāyī Viṣṇu. Each universe is in that way created. He still further manifests Himself as Kṣīrodaka-śāyī Viṣṇu, and that Viṣṇu enters into everything – even into the minute atom. This fact is explained here. He enters into everything.
Now, as far as the living entities are concerned, they are impregnated into this material nature, and as a result of their past deeds they take different positions. Thus the activities of this material world begin. The activities of the different species of living beings are begun from the very moment of the creation. It is not that all is evolved. The different species of life are created immediately along with the universe. Men, animals, beasts, birds – everything is simultaneously created, because whatever desires the living entities had at the last annihilation are again manifested. It is clearly indicated here by the word
avaśam
that the living entities have nothing to do with this process. The state of being in their past life in the past creation is simply manifested again, and all this is done simply by His will. This is the inconceivable potency of the Supreme Personality of God. And after creating different species of life, He has no connection with them. The creation takes place to accommodate the inclinations of the various living entities, and so the Lord does not become involved with it."
Bg. 9.9,"Verse text
na ca māṁ tāni karmāṇi
nibadhnanti dhanañ-jaya
udāsīna-vad āsīnam
asaktaṁ teṣu karmasu","Translation
O Dhanañjaya, all this work cannot bind Me. I am ever detached from all these material activities, seated as though neutral.","Purport
One should not think, in this connection, that the Supreme Personality of Godhead has no engagement. In His spiritual world He is always engaged. In the
Brahma-saṁhitā
(5.6)
it is stated,
ātmārāmasya tasyāsti prakṛtyā na samāgamaḥ:
“He is always involved in His eternal, blissful, spiritual activities, but He has nothing to do with these material activities.” Material activities are being carried on by His different potencies. The Lord is always neutral in the material activities of the created world. This neutrality is mentioned here with the word
udāsīna-vat.
Although He has control over every minute detail of material activities, He is sitting as if neutral. The example can be given of a high-court judge sitting on his bench. By his order so many things are happening – someone is being hanged, someone is being put into jail, someone is awarded a huge amount of wealth – but still he is neutral. He has nothing to do with all that gain and loss. Similarly, the Lord is always neutral, although He has His hand in every sphere of activity. In the
Vedānta-sūtra
(2.1.34) it is stated,
vaiṣamya-nairghṛṇye na:
He is not situated in the dualities of this material world. He is transcendental to these dualities. Nor is He attached to the creation and annihilation of this material world. The living entities take their different forms in the various species of life according to their past deeds, and the Lord doesn’t interfere with them."
Bg. 9.10,"Verse text
mayādhyakṣeṇa prakṛtiḥ
sūyate sa-carācaram
hetunānena kaunteya
jagad viparivartate","Translation
This material nature, which is one of My energies, is working under My direction, O son of Kuntī, producing all moving and nonmoving beings. Under its rule this manifestation is created and annihilated again and again.","Purport
It is clearly stated here that the Supreme Lord, although aloof from all the activities of the material world, remains the supreme director. The Supreme Lord is the supreme will and the background of this material manifestation, but the management is being conducted by material nature. Kṛṣṇa also states in
Bhagavad-gītā
that of all the living entities in different forms and species, “I am the father.” The father gives seeds to the womb of the mother for the child, and similarly the Supreme Lord by His mere glance injects all the living entities into the womb of material nature, and they come out in their different forms and species, according to their last desires and activities. All these living entities, although born under the glance of the Supreme Lord, take their different bodies according to their past deeds and desires. So the Lord is not directly attached to this material creation. He simply glances over material nature; material nature is thus activated, and everything is created immediately. Because He glances over material nature, there is undoubtedly activity on the part of the Supreme Lord, but He has nothing to do with the manifestation of the material world directly. This example is given in the
smṛti:
when there is a fragrant flower before someone, the fragrance is touched by the smelling power of the person, yet the smelling and the flower are detached from one another. There is a similar connection between the material world and the Supreme Personality of Godhead; actually He has nothing to do with this material world, but He creates by His glance and ordains. In summary, material nature, without the superintendence of the Supreme Personality of Godhead, cannot do anything. Yet the Supreme Personality is detached from all material activities."
Bg. 9.11,"Verse text
avajānanti māṁ mūḍhā
mānuṣīṁ tanum āśritam
paraṁ bhāvam ajānanto
mama bhūta-maheśvaram","Translation
Fools deride Me when I descend in the human form. They do not know My transcendental nature as the Supreme Lord of all that be.","Purport
From the other explanations of the previous verses in this chapter, it is clear that the Supreme Personality of Godhead, although appearing like a human being, is not a common man. The Personality of Godhead, who conducts the creation, maintenance and annihilation of the complete cosmic manifestation, cannot be a human being. Yet there are many foolish men who consider Kṛṣṇa to be merely a powerful man and nothing more. Actually, He is the original Supreme Personality, as is confirmed in the
Brahma-saṁhitā
(
īśvaraḥ paramaḥ kṛṣṇaḥ
); He is the Supreme Lord.
There are many
īśvaras,
controllers, and one appears greater than another. In the ordinary management of affairs in the material world, we find some official or director, and above him there is a secretary, and above him a minister, and above him a president. Each of them is a controller, but one is controlled by another. In the
Brahma-saṁhitā
it is said that Kṛṣṇa is the supreme controller; there are many controllers undoubtedly, both in the material and spiritual world, but Kṛṣṇa is the supreme controller (
īśvaraḥ paramaḥ kṛṣṇaḥ
), and His body is
sac-cid-ānanda,
nonmaterial.
Material bodies cannot perform the wonderful acts described in previous verses. His body is eternal, blissful and full of knowledge. Although He is not a common man, the foolish deride Him and consider Him to be a man. His body is called here
mānuṣīm
because He is acting just like a man, a friend of Arjuna’s, a politician involved in the Battle of Kurukṣetra. In so many ways He is acting just like an ordinary man, but actually His body is
sac-cid-ānanda-vigraha
– eternal bliss and knowledge absolute. This is confirmed in the Vedic language also.
Sac-cid-ānanda-rūpāya kṛṣṇāya:
“I offer my obeisances unto the Supreme Personality of Godhead, Kṛṣṇa, who is the eternal blissful form of knowledge.” (
Gopāla-tāpanī Upaniṣad
1.1) There are other descriptions in the Vedic language also.
Tam ekaṁ govindam:
“You are Govinda, the pleasure of the senses and the cows.”
Sac-cid-ānanda-vigraham:
“And Your form is transcendental, full of knowledge, bliss and eternality.” (
Gopāla-tāpanī Upaniṣad
1.38)
Despite the transcendental qualities of Lord Kṛṣṇa’s body, its full bliss and knowledge, there are many so-called scholars and commentators of
Bhagavad-gītā
who deride Kṛṣṇa as an ordinary man. The scholar may be born an extraordinary man due to his previous good work, but this conception of Śrī Kṛṣṇa is due to a poor fund of knowledge. Therefore he is called
mūḍha,
for only foolish persons consider Kṛṣṇa to be an ordinary human being. The foolish consider Kṛṣṇa an ordinary human being because they do not know the confidential activities of the Supreme Lord and His different energies. They do not know that Kṛṣṇa’s body is a symbol of complete knowledge and bliss, that He is the proprietor of everything that be and that He can award liberation to anyone. Because they do not know that Kṛṣṇa has so many transcendental qualifications, they deride Him.
Nor do they know that the appearance of the Supreme Personality of Godhead in this material world is a manifestation of His internal energy. He is the master of the material energy. As has been explained in several places (
mama māyā duratyayā
), He claims that the material energy, although very powerful, is under His control, and whoever surrenders unto Him can get out of the control of this material energy. If a soul surrendered to Kṛṣṇa can get out of the influence of material energy, then how can the Supreme Lord, who conducts the creation, maintenance and annihilation of the whole cosmic nature, have a material body like us? So this conception of Kṛṣṇa is complete foolishness. Foolish persons, however, cannot conceive that the Personality of Godhead, Kṛṣṇa, appearing just like an ordinary man, can be the controller of all the atoms and of the gigantic manifestation of the universal form. The biggest and the minutest are beyond their conception, so they cannot imagine that a form like that of a human being can simultaneously control the infinite and the minute. Actually, although He is controlling the infinite and the finite, He is apart from all this manifestation. It is clearly stated concerning His
yogam aiśvaram,
His inconceivable transcendental energy, that He can control the infinite and the finite simultaneously and that He can remain aloof from them. Although the foolish cannot imagine how Kṛṣṇa, who appears just like a human being, can control the infinite and the finite, those who are pure devotees accept this, for they know that Kṛṣṇa is the Supreme Personality of Godhead. Therefore they completely surrender unto Him and engage in Kṛṣṇa consciousness, devotional service of the Lord.
There are many controversies between the impersonalists and the personalists about the Lord’s appearance as a human being. But if we consult
Bhagavad-gītā
and
Śrīmad-Bhāgavatam,
the authoritative texts for understanding the science of Kṛṣṇa, then we can understand that Kṛṣṇa is the Supreme Personality of Godhead. He is not an ordinary man, although He appeared on this earth as an ordinary human. In the
Śrīmad-Bhāgavatam,
First Canto, First Chapter, when the sages headed by Śaunaka inquired about the activities of Kṛṣṇa, they said:
kṛtavān kila karmāṇi
saha rāmeṇa keśavaḥ
ati-martyāni bhagavān
gūḍhaḥ kapaṭa-māṇuṣaḥ
“Lord Śrī Kṛṣṇa, the Supreme Personality of Godhead, along with Balarāma, played like a human being, and so masked He performed many superhuman acts.” (
Bhāg.
1.1.20
) The Lord’s appearance as a man bewilders the foolish. No human being could perform the wonderful acts that Kṛṣṇa performed while He was present on this earth. When Kṛṣṇa appeared before His father and mother, Vasudeva and Devakī, He appeared with four hands, but after the prayers of the parents He transformed Himself into an ordinary child. As stated in the
Bhāgavatam
(10.3.46)
,
babhūva prākṛtaḥ śiśuḥ:
He became just like an ordinary child, an ordinary human being. Now, here again it is indicated that the Lord’s appearance as an ordinary human being is one of the features of His transcendental body. In the Eleventh Chapter of
Bhagavad-gītā
also it is stated that Arjuna prayed to see Kṛṣṇa’s form of four hands (
tenaiva rūpeṇa catur-bhujena
). After revealing this form, Kṛṣṇa, when petitioned by Arjuna, again assumed His original humanlike form (
mānuṣaṁ rūpam
). These different features of the Supreme Lord are certainly not those of an ordinary human being.
Some of those who deride Kṛṣṇa and who are infected with the Māyāvādī philosophy quote the following verse from the
Śrīmad-Bhāgavatam
(3.29.21)
to prove that Kṛṣṇa is just an ordinary man.
Ahaṁ sarveṣu bhūteṣu bhūtātmāvasthitaḥ sadā:
“The Supreme is present in every living entity.” We should better take note of this particular verse from the Vaiṣṇava
ācāryas
like Jīva Gosvāmī and Viśvanātha Cakravartī Ṭhākura instead of following the interpretation of unauthorized persons who deride Kṛṣṇa. Jīva Gosvāmī, commenting on this verse, says that Kṛṣṇa, in His plenary expansion as Paramātmā, is situated in the moving and the nonmoving entities as the Supersoul, so any neophyte devotee who simply gives his attention to the
arcā-mūrti,
the form of the Supreme Lord in the temple, and does not respect other living entities is uselessly worshiping the form of the Lord in the temple. There are three kinds of devotees of the Lord, and the neophyte is in the lowest stage. The neophyte devotee gives more attention to the Deity in the temple than to other devotees, so Viśvanātha Cakravartī Ṭhākura warns that this sort of mentality should be corrected. A devotee should see that because Kṛṣṇa is present in everyone’s heart as Paramātmā, every body is the embodiment or the temple of the Supreme Lord; so as one offers respect to the temple of the Lord, he should similarly properly respect each and every body in which the Paramātmā dwells. Everyone should therefore be given proper respect and should not be neglected.
There are also many impersonalists who deride temple worship. They say that since God is everywhere, why should one restrict himself to temple worship? But if God is everywhere, is He not in the temple or in the Deity? Although the personalist and the impersonalist will fight with one another perpetually, a perfect devotee in Kṛṣṇa consciousness knows that although Kṛṣṇa is the Supreme Personality, He is all-pervading, as confirmed in the
Brahma-saṁhitā.
Although His personal abode is Goloka Vṛndāvana and He is always staying there, by His different manifestations of energy and by His plenary expansion He is present everywhere in all parts of the material and spiritual creation."
Bg. 9.12,"Verse text
moghāśā mogha-karmāṇo
mogha-jñānā vicetasaḥ
rākṣasīm āsurīṁ caiva
prakṛtiṁ mohinīṁ śritāḥ","Translation
Those who are thus bewildered are attracted by demonic and atheistic views. In that deluded condition, their hopes for liberation, their fruitive activities, and their culture of knowledge are all defeated.","Purport
There are many devotees who assume themselves to be in Kṛṣṇa consciousness and devotional service but at heart do not accept the Supreme Personality of Godhead, Kṛṣṇa, as the Absolute Truth. For them, the fruit of devotional service – going back to Godhead – will never be tasted. Similarly, those who are engaged in fruitive pious activities and who are ultimately hoping to be liberated from this material entanglement will never be successful either, because they deride the Supreme Personality of Godhead, Kṛṣṇa. In other words, persons who mock Kṛṣṇa are to be understood to be demonic or atheistic. As described in the Seventh Chapter of
Bhagavad-gītā,
such demonic miscreants never surrender to Kṛṣṇa. Therefore their mental speculations to arrive at the Absolute Truth bring them to the false conclusion that the ordinary living entity and Kṛṣṇa are one and the same. With such a false conviction, they think that the body of any human being is now simply covered by material nature and that as soon as one is liberated from this material body there is no difference between God and himself. This attempt to become one with Kṛṣṇa will be baffled because of delusion. Such atheistic and demoniac cultivation of spiritual knowledge is always futile. That is the indication of this verse. For such persons, cultivation of the knowledge in the Vedic literature, like the
Vedānta-sūtra
and the
Upaniṣads,
is always baffled.
It is a great offense, therefore, to consider Kṛṣṇa, the Supreme Personality of Godhead, to be an ordinary man. Those who do so are certainly deluded because they cannot understand the eternal form of Kṛṣṇa. The
Bṛhad-viṣṇu-smṛti
clearly states:
yo vetti bhautikaṁ dehaṁ
kṛṣṇasya paramātmanaḥ
sa sarvasmād bahiṣ-kāryaḥ
śrauta-smārta-vidhānataḥ
mukhaṁ tasyāvalokyāpi
sa-celaṁ snānam ācaret
“One who considers the body of Kṛṣṇa to be material should be driven out from all rituals and activities of the
śruti
and the
smṛti.
And if one by chance sees his face, one should at once take bath in the Ganges to rid himself of infection.” People jeer at Kṛṣṇa because they are envious of the Supreme Personality of Godhead. Their destiny is certainly to take birth after birth in the species of atheistic and demoniac life. Perpetually, their real knowledge will remain under delusion, and gradually they will regress to the darkest region of creation."
Bg. 9.13,"Verse text
mahātmānas tu māṁ pārtha
daivīṁ prakṛtim āśritāḥ
bhajanty ananya-manaso
jñātvā bhūtādim avyayam","Translation
O son of Pṛthā, those who are not deluded, the great souls, are under the protection of the divine nature. They are fully engaged in devotional service because they know Me as the Supreme Personality of Godhead, original and inexhaustible.","Purport
In this verse the description of the
mahātmā
is clearly given. The first sign of the
mahātmā
is that he is already situated in the divine nature. He is not under the control of material nature. And how is this effected? That is explained in the Seventh Chapter: one who surrenders unto the Supreme Personality of Godhead, Śrī Kṛṣṇa, at once becomes freed from the control of material nature. That is the qualification. One can become free from the control of material nature as soon as he surrenders his soul to the Supreme Personality of Godhead. That is the preliminary formula. Being marginal potency, as soon as the living entity is freed from the control of material nature, he is put under the guidance of the spiritual nature. The guidance of the spiritual nature is called
daivī prakṛti,
divine nature. So when one is promoted in that way – by surrendering to the Supreme Personality of Godhead – one attains to the stage of great soul,
mahātmā.
The
mahātmā
does not divert his attention to anything outside Kṛṣṇa, because he knows perfectly well that Kṛṣṇa is the original Supreme Person, the cause of all causes. There is no doubt about it. Such a
mahātmā,
or great soul, develops through association with other
mahātmās,
pure devotees. Pure devotees are not even attracted by Kṛṣṇa’s other features, such as the four-armed Mahā-viṣṇu. They are simply attracted by the two-armed form of Kṛṣṇa. They are not attracted to other features of Kṛṣṇa, nor are they concerned with any form of a demigod or of a human being. They meditate only upon Kṛṣṇa in Kṛṣṇa consciousness. They are always engaged in the unswerving service of the Lord in Kṛṣṇa consciousness."
Bg. 9.14,"Verse text
satataṁ kīrtayanto māṁ
yatantaś ca dṛḍha-vratāḥ
namasyantaś ca māṁ bhaktyā
nitya-yuktā upāsate","Translation
Always chanting My glories, endeavoring with great determination, bowing down before Me, these great souls perpetually worship Me with devotion.","Purport
The
mahātmā
cannot be manufactured by rubber-stamping an ordinary man. His symptoms are described here: a
mahātmā
is always engaged in chanting the glories of the Supreme Lord Kṛṣṇa, the Personality of Godhead. He has no other business. He is always engaged in the glorification of the Lord. In other words, he is not an impersonalist. When the question of glorification is there, one has to glorify the Supreme Lord, praising His holy name, His eternal form, His transcendental qualities and His uncommon pastimes. One has to glorify all these things; therefore a
mahātmā
is attached to the Supreme Personality of Godhead.
One who is attached to the impersonal feature of the Supreme Lord, the
brahma-jyotir,
is not described as
mahātmā
in the
Bhagavad-gītā.
He is described in a different way in the next verse. The
mahātmā
is always engaged in different activities of devotional service, as described in the
Śrīmad-Bhāgavatam,
hearing and chanting about Viṣṇu, not a demigod or human being. That is devotion:
śravaṇaṁ kīrtanaṁ viṣṇoḥ
and
smaraṇam,
remembering Him. Such a
mahātmā
has firm determination to achieve at the ultimate end the association of the Supreme Lord in any one of the five transcendental
rasas.
To achieve that success, he engages all activities – mental, bodily and vocal, everything – in the service of the Supreme Lord, Śrī Kṛṣṇa. That is called full Kṛṣṇa consciousness.
In devotional service there are certain activities which are called determined, such as fasting on certain days, like the eleventh day of the moon, Ekādaśī, and on the appearance day of the Lord. All these rules and regulations are offered by the great
ācāryas
for those who are actually interested in getting admission into the association of the Supreme Personality of Godhead in the transcendental world. The
mahātmās,
great souls, strictly observe all these rules and regulations, and therefore they are sure to achieve the desired result.
As described in the second verse of this chapter, not only is this devotional service easy, but it can be performed in a happy mood. One does not need to undergo any severe penance and austerity. He can live this life in devotional service, guided by an expert spiritual master, and in any position, either as a householder or a
sannyāsī
or a
brahmacārī;
in any position and anywhere in the world, he can perform this devotional service to the Supreme Personality of Godhead and thus become actually
mahātmā,
a great soul."
